@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
185,3137,1,86104,6179,0.933043,0.999681,0.035152,0.999681,0.964848,0.067916,0.935234,1.06891,0
186,3137,1,85973,6310,0.931623,0.999681,0.035204,0.999681,0.964796,0.068012,0.933862,1.070481,0
187,3137,1,85944,6339,0.931309,0.999681,0.035215,0.999681,0.964785,0.068034,0.933558,1.07083,0
188,3137,1,85787,6496,0.929608,0.999681,0.035277,0.999681,0.964723,0.06815,0.931912,1.07272,0
189,3137,1,85743,6540,0.929131,0.999681,0.035295,0.999681,0.964705,0.068182,0.931451,1.073251,0
190,3137,1,85705,6578,0.928719,0.999681,0.03531,0.999681,0.96469,0.06821,0.931053,1.073711,0
191,3137,1,85563,6720,0.927181,0.999681,0.035366,0.999681,0.964634,0.068316,0.929565,1.075429,0
192,3137,1,85449,6834,0.925945,0.999681,0.035412,0.999681,0.964588,0.068401,0.92837,1.076813,0
193,3137,1,85448,6835,0.925934,0.999681,0.035412,0.999681,0.964588,0.068402,0.92836,1.076826,0
194,3137,1,85397,6886,0.925382,0.999681,0.035433,0.999681,0.964567,0.06844,0.927825,1.077446,0
195,3137,1,85345,6938,0.924818,0.999681,0.035454,0.999681,0.964546,0.068478,0.92728,1.078079,0
196,3137,1,85280,7003,0.924114,0.999681,0.03548,0.999681,0.96452,0.068527,0.926599,1.078872,0
197,3137,1,85256,7027,0.923854,0.999681,0.035489,0.999681,0.964511,0.068545,0.926347,1.079165,0
198,3137,1,85168,7115,0.9229,0.999681,0.035525,0.999681,0.964475,0.068611,0.925425,1.08024,0
199,3137,1,85139,7144,0.922586,0.999681,0.035536,0.999681,0.964464,0.068633,0.925121,1.080595,0
200,3137,1,85018,7265,0.921275,0.999681,0.035585,0.999681,0.964415,0.068724,0.923853,1.082078,0
201,3137,1,84955,7328,0.920592,0.999681,0.03561,0.999681,0.96439,0.068771,0.923193,1.082852,0
202,3137,1,84845,7438,0.9194,0.999681,0.035655,0.999681,0.964345,0.068854,0.92204,1.084206,0
203,3137,1,84816,7467,0.919086,0.999681,0.035667,0.999681,0.964333,0.068876,0.921736,1.084563,0
204,3137,1,84766,7517,0.918544,0.999681,0.035687,0.999681,0.964313,0.068914,0.921212,1.08518,0
205,3137,1,84692,7591,0.917742,0.999681,0.035717,0.999681,0.964283,0.06897,0.920437,1.086094,0
206,3137,1,84433,7850,0.914936,0.999681,0.035823,0.999681,0.964177,0.069167,0.917723,1.089307,0
207,3137,1,84406,7877,0.914643,0.999681,0.035834,0.999681,0.964166,0.069188,0.91744,1.089643,0
208,3137,1,84206,8077,0.912476,0.999681,0.035916,0.999681,0.964084,0.069341,0.915344,1.092138,0
209,3137,1,84205,8078,0.912465,0.999681,0.035916,0.999681,0.964084,0.069341,0.915333,1.09215,0
210,3137,1,84154,8129,0.911912,0.999681,0.035937,0.999681,0.964063,0.06938,0.914799,1.092788,0
211,3137,1,84124,8159,0.911587,0.999681,0.03595,0.999681,0.96405,0.069403,0.914484,1.093164,0
212,3137,1,84020,8263,0.91046,0.999681,0.035993,0.999681,0.964007,0.069483,0.913394,1.094469,0
213,3137,1,83946,8337,0.909658,0.999681,0.036023,0.999681,0.963977,0.06954,0.912619,1.095399,0
214,3137,1,83788,8495,0.907946,0.999681,0.036089,0.999681,0.963911,0.069662,0.910963,1.09739,0
215,3137,1,83785,8498,0.907914,0.999681,0.03609,0.999681,0.96391,0.069665,0.910932,1.097427,0
216,3137,1,83636,8647,0.906299,0.999681,0.036152,0.999681,0.963848,0.06978,0.90937,1.099312,0
217,3137,1,83634,8649,0.906277,0.999681,0.036153,0.999681,0.963847,0.069782,0.909349,1.099337,0
