@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
6042,3122,16,58844,33439,0.637647,0.994901,0.050382,0.994901,0.949618,0.095908,0.649396,1.532041,0.000043
6043,3122,16,58843,33440,0.637636,0.994901,0.050383,0.994901,0.949617,0.09591,0.649385,1.532066,0.000043
6044,3122,16,58840,33443,0.637604,0.994901,0.050386,0.994901,0.949614,0.095914,0.649354,1.53214,0.000043
6045,3122,16,58836,33447,0.637561,0.994901,0.050389,0.994901,0.949611,0.09592,0.649312,1.532239,0.000043
6046,3122,16,58835,33448,0.63755,0.994901,0.05039,0.994901,0.94961,0.095921,0.649302,1.532264,0.000043
6047,3122,16,58834,33449,0.637539,0.994901,0.050391,0.994901,0.949609,0.095923,0.649291,1.532289,0.000043
6048,3122,16,58832,33451,0.637517,0.994901,0.050392,0.994901,0.949608,0.095926,0.64927,1.532338,0.000043
6049,3122,16,58831,33452,0.637506,0.994901,0.050393,0.994901,0.949607,0.095927,0.64926,1.532363,0.000043
6050,3122,16,58826,33457,0.637452,0.994901,0.050397,0.994901,0.949603,0.095935,0.649207,1.532486,0.000043
6051,3122,16,58825,33458,0.637441,0.994901,0.050398,0.994901,0.949602,0.095936,0.649197,1.532511,0.000043
6052,3122,16,58824,33459,0.637431,0.994901,0.050399,0.994901,0.949601,0.095938,0.649186,1.532536,0.000043
6053,3122,16,58823,33460,0.63742,0.994901,0.0504,0.994901,0.9496,0.095939,0.649176,1.532561,0.000043
6054,3122,16,58821,33462,0.637398,0.994901,0.050401,0.994901,0.949599,0.095942,0.649155,1.53261,0.000043
6055,3122,16,58820,33463,0.637387,0.994901,0.050402,0.994901,0.949598,0.095943,0.649144,1.532635,0.000043
6056,3122,16,58819,33464,0.637376,0.994901,0.050403,0.994901,0.949597,0.095945,0.649134,1.53266,0.000043
6057,3122,16,58818,33465,0.637365,0.994901,0.050404,0.994901,0.949596,0.095946,0.649123,1.532684,0.000043
6058,3122,16,58815,33468,0.637333,0.994901,0.050406,0.994901,0.949594,0.095951,0.649092,1.532759,0.000043
6059,3122,16,58814,33469,0.637322,0.994901,0.050407,0.994901,0.949593,0.095952,0.649081,1.532783,0.000043
6060,3122,16,58813,33470,0.637311,0.994901,0.050408,0.994901,0.949592,0.095954,0.649071,1.532808,0.000043
6061,3122,16,58812,33471,0.6373,0.994901,0.050408,0.994901,0.949592,0.095955,0.64906,1.532833,0.000043
6062,3122,16,58811,33472,0.63729,0.994901,0.050409,0.994901,0.949591,0.095957,0.64905,1.532858,0.000043
6063,3122,16,58810,33473,0.637279,0.994901,0.05041,0.994901,0.94959,0.095958,0.64904,1.532882,0.000043
6064,3122,16,58809,33474,0.637268,0.994901,0.050411,0.994901,0.949589,0.09596,0.649029,1.532907,0.000043
6065,3122,16,58808,33475,0.637257,0.994901,0.050412,0.994901,0.949588,0.095961,0.649019,1.532932,0.000043
6066,3122,16,58807,33476,0.637246,0.994901,0.050413,0.994901,0.949587,0.095963,0.649008,1.532957,0.000043
6067,3122,16,58806,33477,0.637235,0.994901,0.050413,0.994901,0.949587,0.095964,0.648998,1.532981,0.000043
6068,3122,16,58805,33478,0.637225,0.994901,0.050414,0.994901,0.949586,0.095966,0.648987,1.533006,0.000043
6069,3122,16,58804,33479,0.637214,0.994901,0.050415,0.994901,0.949585,0.095967,0.648977,1.533031,0.000043
6070,3122,16,58803,33480,0.637203,0.994901,0.050416,0.994901,0.949584,0.095969,0.648966,1.533056,0.000043
6071,3122,16,58802,33481,0.637192,0.994901,0.050417,0.994901,0.949583,0.09597,0.648956,1.53308,0.000043
6072,3122,16,58796,33487,0.637127,0.994901,0.050422,0.994901,0.949578,0.095979,0.648893,1.533229,0.000043
6073,3122,16,58795,33488,0.637116,0.994901,0.050422,0.994901,0.949578,0.09598,0.648882,1.533254,0.000043
6074,3122,16,58780,33503,0.636954,0.994901,0.050435,0.994901,0.949565,0.096002,0.648725,1.533625,0.000043
6075,3122,16,58778,33505,0.636932,0.994901,0.050436,0.994901,0.949564,0.096005,0.648704,1.533675,0.000043
6076,3122,16,58776,33507,0.63691,0.994901,0.050438,0.994901,0.949562,0.096008,0.648683,1.533724,0.000043
6077,3122,16,58775,33508,0.6369,0.994901,0.050439,0.994901,0.949561,0.09601,0.648673,1.533749,0.000043
6078,3122,16,58773,33510,0.636878,0.994901,0.05044,0.994901,0.94956,0.096013,0.648652,1.533799,0.000043
6079,3122,16,58772,33511,0.636867,0.994901,0.050441,0.994901,0.949559,0.096014,0.648641,1.533823,0.000043
6080,3122,16,58771,33512,0.636856,0.994901,0.050442,0.994901,0.949558,0.096016,0.648631,1.533848,0.000043
6081,3122,16,58770,33513,0.636845,0.994901,0.050443,0.994901,0.949557,0.096017,0.64862,1.533873,0.000043
6082,3122,16,58769,33514,0.636835,0.994901,0.050444,0.994901,0.949556,0.096019,0.64861,1.533898,0.000043
6083,3122,16,58768,33515,0.636824,0.994901,0.050444,0.994901,0.949556,0.09602,0.648599,1.533923,0.000043
6084,3122,16,58767,33516,0.636813,0.994901,0.050445,0.994901,0.949555,0.096022,0.648589,1.533947,0.000043
6085,3122,16,58766,33517,0.636802,0.994901,0.050446,0.994901,0.949554,0.096023,0.648578,1.533972,0.000043
6086,3122,16,58765,33518,0.636791,0.994901,0.050447,0.994901,0.949553,0.096025,0.648568,1.533997,0.000043
6087,3122,16,58764,33519,0.63678,0.994901,0.050448,0.994901,0.949552,0.096026,0.648557,1.534022,0.000043
6088,3122,16,58760,33523,0.636737,0.994901,0.050451,0.994901,0.949549,0.096032,0.648516,1.534121,0.000043
6089,3122,16,58757,33526,0.636704,0.994901,0.050453,0.994901,0.949547,0.096036,0.648484,1.534195,0.000043
6090,3122,16,58755,33528,0.636683,0.994901,0.050455,0.994901,0.949545,0.096039,0.648463,1.534245,0.000044
6091,3122,16,58752,33531,0.63665,0.994901,0.050457,0.994901,0.949543,0.096044,0.648432,1.534319,0.000044
6092,3122,16,58750,33533,0.636629,0.994901,0.050459,0.994901,0.949541,0.096047,0.648411,1.534369,0.000044
6093,3122,16,58749,33534,0.636618,0.994901,0.05046,0.994901,0.94954,0.096048,0.6484,1.534394,0.000044
6094,3122,16,58748,33535,0.636607,0.994901,0.050461,0.994901,0.949539,0.09605,0.64839,1.534418,0.000044
6095,3122,16,58747,33536,0.636596,0.994901,0.050461,0.994901,0.949539,0.096051,0.648379,1.534443,0.000044
6096,3122,16,58739,33544,0.636509,0.994901,0.050468,0.994901,0.949532,0.096063,0.648295,1.534642,0.000044
6097,3122,16,58738,33545,0.636499,0.994901,0.050469,0.994901,0.949531,0.096064,0.648285,1.534666,0.000044
6098,3122,16,58735,33548,0.636466,0.994901,0.050471,0.994901,0.949529,0.096069,0.648254,1.534741,0.000044
6099,3122,16,58734,33549,0.636455,0.994901,0.050472,0.994901,0.949528,0.09607,0.648243,1.534766,0.000044
6100,3122,16,58733,33550,0.636444,0.994901,0.050473,0.994901,0.949527,0.096072,0.648233,1.534791,0.000044
6101,3122,16,58731,33552,0.636423,0.994901,0.050475,0.994901,0.949525,0.096075,0.648212,1.53484,0.000044
6102,3122,16,58730,33553,0.636412,0.994901,0.050475,0.994901,0.949525,0.096076,0.648201,1.534865,0.000044
6103,3122,16,58728,33555,0.63639,0.994901,0.050477,0.994901,0.949523,0.096079,0.64818,1.534915,0.000044
6104,3122,16,58727,33556,0.636379,0.994901,0.050478,0.994901,0.949522,0.096081,0.64817,1.534939,0.000044
6105,3122,16,58726,33557,0.636369,0.994901,0.050479,0.994901,0.949521,0.096082,0.648159,1.534964,0.000044
6106,3122,16,58725,33558,0.636358,0.994901,0.050479,0.994901,0.949521,0.096084,0.648149,1.534989,0.000044
6107,3122,16,58724,33559,0.636347,0.994901,0.05048,0.994901,0.94952,0.096085,0.648138,1.535014,0.000044
6108,3122,16,58722,33561,0.636325,0.994901,0.050482,0.994901,0.949518,0.096088,0.648117,1.535064,0.000044
6109,3122,16,58721,33562,0.636314,0.994901,0.050483,0.994901,0.949517,0.09609,0.648107,1.535088,0.000044
6110,3122,16,58720,33563,0.636304,0.994901,0.050483,0.994901,0.949517,0.096091,0.648096,1.535113,0.000044
6111,3122,16,58719,33564,0.636293,0.994901,0.050484,0.994901,0.949516,0.096093,0.648086,1.535138,0.000044
6112,3122,16,58718,33565,0.636282,0.994901,0.050485,0.994901,0.949515,0.096094,0.648075,1.535163,0.000044
6113,3122,16,58717,33566,0.636271,0.994901,0.050486,0.994901,0.949514,0.096096,0.648065,1.535188,0.000044
6114,3122,16,58716,33567,0.63626,0.994901,0.050487,0.994901,0.949513,0.096097,0.648054,1.535212,0.000044
6115,3122,16,58715,33568,0.636249,0.994901,0.050488,0.994901,0.949512,0.096098,0.648044,1.535237,0.000044
6116,3122,16,58706,33577,0.636152,0.994901,0.050495,0.994901,0.949505,0.096112,0.64795,1.535461,0.000044
6117,3122,16,58705,33578,0.636141,0.994901,0.050496,0.994901,0.949504,0.096113,0.647939,1.535486,0.000044
6118,3122,16,58701,33582,0.636098,0.994901,0.050499,0.994901,0.949501,0.096119,0.647897,1.535585,0.000044
6119,3122,16,58699,33584,0.636076,0.994901,0.050501,0.994901,0.949499,0.096122,0.647876,1.535635,0.000044
6120,3122,16,58696,33587,0.636043,0.994901,0.050503,0.994901,0.949497,0.096127,0.647845,1.535709,0.000044
6121,3122,16,58695,33588,0.636033,0.994901,0.050504,0.994901,0.949496,0.096128,0.647834,1.535734,0.000044
6122,3122,16,58694,33589,0.636022,0.994901,0.050505,0.994901,0.949495,0.09613,0.647824,1.535759,0.000044
6123,3122,16,58693,33590,0.636011,0.994901,0.050506,0.994901,0.949494,0.096131,0.647813,1.535784,0.000044
6124,3122,16,58690,33593,0.635978,0.994901,0.050508,0.994901,0.949492,0.096135,0.647782,1.535858,0.000044
6125,3122,16,58687,33596,0.635946,0.994901,0.05051,0.994901,0.94949,0.09614,0.64775,1.535933,0.000044
6126,3122,16,58685,33598,0.635924,0.994901,0.050512,0.994901,0.949488,0.096143,0.64773,1.535982,0.000044
6127,3122,16,58677,33606,0.635838,0.994901,0.050519,0.994901,0.949481,0.096155,0.647646,1.536181,0.000044
6128,3122,16,58676,33607,0.635827,0.994901,0.050519,0.994901,0.949481,0.096156,0.647635,1.536206,0.000044
6129,3122,16,58675,33608,0.635816,0.994901,0.05052,0.994901,0.94948,0.096158,0.647625,1.536231,0.000044
6130,3122,16,58674,33609,0.635805,0.994901,0.050521,0.994901,0.949479,0.096159,0.647614,1.536256,0.000044
6131,3122,16,58673,33610,0.635794,0.994901,0.050522,0.994901,0.949478,0.096161,0.647604,1.536281,0.000044
6132,3122,16,58672,33611,0.635783,0.994901,0.050523,0.994901,0.949477,0.096162,0.647593,1.536306,0.000044
6133,3122,16,58671,33612,0.635773,0.994901,0.050524,0.994901,0.949476,0.096164,0.647583,1.53633,0.000044
6134,3122,16,58670,33613,0.635762,0.994901,0.050524,0.994901,0.949476,0.096165,0.647572,1.536355,0.000044
6135,3122,16,58669,33614,0.635751,0.994901,0.050525,0.994901,0.949475,0.096167,0.647562,1.53638,0.000044
6136,3122,16,58668,33615,0.63574,0.994901,0.050526,0.994901,0.949474,0.096168,0.647551,1.536405,0.000044
6137,3122,16,58667,33616,0.635729,0.994901,0.050527,0.994901,0.949473,0.09617,0.647541,1.53643,0.000044
6138,3122,16,58666,33617,0.635718,0.994901,0.050528,0.994901,0.949472,0.096171,0.64753,1.536455,0.000044
6139,3122,16,58662,33621,0.635675,0.994901,0.050531,0.994901,0.949469,0.096177,0.647488,1.536554,0.000044
6140,3122,16,58659,33624,0.635643,0.994901,0.050533,0.994901,0.949467,0.096181,0.647457,1.536629,0.000044
6141,3122,16,58658,33625,0.635632,0.994901,0.050534,0.994901,0.949466,0.096183,0.647447,1.536654,0.000044
6142,3122,16,58657,33626,0.635621,0.994901,0.050535,0.994901,0.949465,0.096184,0.647436,1.536679,0.000044
6143,3122,16,58656,33627,0.63561,0.994901,0.050536,0.994901,0.949464,0.096186,0.647426,1.536703,0.000044
6144,3122,16,58655,33628,0.635599,0.994901,0.050537,0.994901,0.949463,0.096187,0.647415,1.536728,0.000045
6145,3122,16,58654,33629,0.635588,0.994901,0.050537,0.994901,0.949463,0.096189,0.647405,1.536753,0.000045
6146,3122,16,58653,33630,0.635578,0.994901,0.050538,0.994901,0.949462,0.09619,0.647394,1.536778,0.000045
6147,3122,16,58647,33636,0.635512,0.994901,0.050543,0.994901,0.949457,0.096199,0.647331,1.536927,0.000045
6148,3122,16,58639,33644,0.635426,0.994901,0.05055,0.994901,0.94945,0.096211,0.647247,1.537126,0.000045
6149,3122,16,58635,33648,0.635382,0.994901,0.050553,0.994901,0.949447,0.096217,0.647206,1.537226,0.000045
6150,3122,16,58633,33650,0.635361,0.994901,0.050555,0.994901,0.949445,0.09622,0.647185,1.537276,0.000045
6151,3122,16,58632,33651,0.63535,0.994901,0.050555,0.994901,0.949445,0.096221,0.647174,1.537301,0.000045
6152,3122,16,58630,33653,0.635328,0.994901,0.050557,0.994901,0.949443,0.096224,0.647153,1.537351,0.000045
6153,3122,16,58619,33664,0.635209,0.994901,0.050566,0.994901,0.949434,0.096241,0.647038,1.537624,0.000045
6154,3122,16,58618,33665,0.635198,0.994901,0.050567,0.994901,0.949433,0.096242,0.647027,1.537649,0.000045
6155,3122,16,58617,33666,0.635187,0.994901,0.050568,0.994901,0.949432,0.096244,0.647017,1.537674,0.000045
6156,3122,16,58615,33668,0.635166,0.994901,0.050569,0.994901,0.949431,0.096247,0.646996,1.537724,0.000045
6157,3122,16,58614,33669,0.635155,0.994901,0.05057,0.994901,0.94943,0.096248,0.646985,1.537749,0.000045
6158,3122,16,58613,33670,0.635144,0.994901,0.050571,0.994901,0.949429,0.09625,0.646975,1.537774,0.000045
6159,3122,16,58612,33671,0.635133,0.994901,0.050572,0.994901,0.949428,0.096251,0.646965,1.537799,0.000045
6160,3122,16,58609,33674,0.635101,0.994901,0.050574,0.994901,0.949426,0.096256,0.646933,1.537873,0.000045
6161,3122,16,58604,33679,0.635047,0.994901,0.050578,0.994901,0.949422,0.096263,0.646881,1.537998,0.000045
6162,3122,16,58603,33680,0.635036,0.994901,0.050579,0.994901,0.949421,0.096264,0.64687,1.538023,0.000045
6163,3122,16,58602,33681,0.635025,0.994901,0.05058,0.994901,0.94942,0.096266,0.64686,1.538048,0.000045
6164,3122,16,58601,33682,0.635014,0.994901,0.050581,0.994901,0.949419,0.096267,0.646849,1.538073,0.000045
6165,3122,16,58597,33686,0.634971,0.994901,0.050584,0.994901,0.949416,0.096273,0.646807,1.538172,0.000045
6166,3122,16,58596,33687,0.63496,0.994901,0.050585,0.994901,0.949415,0.096275,0.646797,1.538197,0.000045
6167,3122,16,58595,33688,0.634949,0.994901,0.050586,0.994901,0.949414,0.096276,0.646786,1.538222,0.000045
6168,3122,16,58594,33689,0.634938,0.994901,0.050587,0.994901,0.949413,0.096278,0.646776,1.538247,0.000045
6169,3122,16,58592,33691,0.634917,0.994901,0.050588,0.994901,0.949412,0.096281,0.646755,1.538297,0.000045
6170,3122,16,58587,33696,0.634862,0.994901,0.050592,0.994901,0.949408,0.096288,0.646703,1.538422,0.000045
6171,3122,16,58586,33697,0.634851,0.994901,0.050593,0.994901,0.949407,0.09629,0.646692,1.538447,0.000045
6172,3122,16,58584,33699,0.63483,0.994901,0.050595,0.994901,0.949405,0.096293,0.646671,1.538497,0.000045
6173,3122,16,58583,33700,0.634819,0.994901,0.050596,0.994901,0.949404,0.096294,0.646661,1.538521,0.000045
6174,3122,16,58582,33701,0.634808,0.994901,0.050596,0.994901,0.949404,0.096296,0.64665,1.538546,0.000045
6175,3122,16,58581,33702,0.634797,0.994901,0.050597,0.994901,0.949403,0.096297,0.64664,1.538571,0.000045
6176,3122,16,58580,33703,0.634786,0.994901,0.050598,0.994901,0.949402,0.096299,0.646629,1.538596,0.000045
6177,3122,16,58579,33704,0.634776,0.994901,0.050599,0.994901,0.949401,0.0963,0.646619,1.538621,0.000045
6178,3122,16,58578,33705,0.634765,0.994901,0.0506,0.994901,0.9494,0.096302,0.646608,1.538646,0.000045
6179,3122,16,58575,33708,0.634732,0.994901,0.050602,0.994901,0.949398,0.096306,0.646577,1.538721,0.000045
6180,3122,16,58574,33709,0.634721,0.994901,0.050603,0.994901,0.949397,0.096307,0.646566,1.538746,0.000045
6181,3122,16,58573,33710,0.634711,0.994901,0.050604,0.994901,0.949396,0.096309,0.646556,1.538771,0.000045
6182,3122,16,58572,33711,0.6347,0.994901,0.050605,0.994901,0.949395,0.09631,0.646545,1.538796,0.000045
6183,3122,16,58560,33723,0.63457,0.994901,0.050614,0.994901,0.949386,0.096328,0.64642,1.539095,0.000045
6184,3122,16,58559,33724,0.634559,0.994901,0.050615,0.994901,0.949385,0.09633,0.646409,1.53912,0.000045
6185,3122,16,58558,33725,0.634548,0.994901,0.050616,0.994901,0.949384,0.096331,0.646399,1.539145,0.000045
6186,3122,16,58557,33726,0.634537,0.994901,0.050617,0.994901,0.949383,0.096333,0.646388,1.53917,0.000045
6187,3122,16,58552,33731,0.634483,0.994901,0.050621,0.994901,0.949379,0.09634,0.646336,1.539295,0.000045
6188,3122,16,58550,33733,0.634461,0.994901,0.050623,0.994901,0.949377,0.096343,0.646315,1.539345,0.000045
6189,3122,16,58548,33735,0.63444,0.994901,0.050624,0.994901,0.949376,0.096346,0.646294,1.539395,0.000045
6190,3122,16,58547,33736,0.634429,0.994901,0.050625,0.994901,0.949375,0.096348,0.646283,1.53942,0.000046
6191,3122,16,58546,33737,0.634418,0.994901,0.050626,0.994901,0.949374,0.096349,0.646273,1.539445,0.000046
6192,3122,16,58545,33738,0.634407,0.994901,0.050627,0.994901,0.949373,0.096351,0.646262,1.53947,0.000046
6193,3122,16,58544,33739,0.634396,0.994901,0.050628,0.994901,0.949372,0.096352,0.646252,1.539495,0.000046
6194,3122,16,58539,33744,0.634342,0.994901,0.050632,0.994901,0.949368,0.09636,0.646199,1.539619,0.000046
6195,3122,16,58538,33745,0.634331,0.994901,0.050633,0.994901,0.949367,0.096361,0.646189,1.539644,0.000046
6196,3122,16,58537,33746,0.634321,0.994901,0.050633,0.994901,0.949367,0.096362,0.646179,1.539669,0.000046
6197,3122,16,58534,33749,0.634288,0.994901,0.050636,0.994901,0.949364,0.096367,0.646147,1.539744,0.000046
6198,3122,16,58532,33751,0.634266,0.994901,0.050637,0.994901,0.949363,0.09637,0.646126,1.539794,0.000046
6199,3122,16,58529,33754,0.634234,0.994901,0.05064,0.994901,0.94936,0.096374,0.646095,1.539869,0.000046
6200,3122,16,58527,33756,0.634212,0.994901,0.050642,0.994901,0.949358,0.096377,0.646074,1.539919,0.000046
6201,3122,16,58526,33757,0.634201,0.994901,0.050642,0.994901,0.949358,0.096379,0.646063,1.539944,0.000046
6202,3122,16,58524,33759,0.63418,0.994901,0.050644,0.994901,0.949356,0.096382,0.646042,1.539994,0.000046
6203,3122,16,58521,33762,0.634147,0.994901,0.050646,0.994901,0.949354,0.096386,0.646011,1.540069,0.000046
6204,3122,16,58520,33763,0.634136,0.994901,0.050647,0.994901,0.949353,0.096388,0.646,1.540094,0.000046
6205,3122,16,58519,33764,0.634125,0.994901,0.050648,0.994901,0.949352,0.096389,0.64599,1.540119,0.000046
6206,3122,16,58518,33765,0.634115,0.994901,0.050649,0.994901,0.949351,0.096391,0.645979,1.540144,0.000046
6207,3122,16,58512,33771,0.63405,0.994901,0.050654,0.994901,0.949346,0.0964,0.645917,1.540294,0.000046
6208,3122,16,58501,33782,0.63393,0.994901,0.050663,0.994901,0.949337,0.096416,0.645801,1.540569,0.000046
6209,3122,16,58500,33783,0.63392,0.994901,0.050664,0.994901,0.949336,0.096418,0.645791,1.540594,0.000046
6210,3122,16,58499,33784,0.633909,0.994901,0.050665,0.994901,0.949335,0.096419,0.64578,1.540619,0.000046
6211,3122,16,58498,33785,0.633898,0.994901,0.050665,0.994901,0.949335,0.096421,0.64577,1.540644,0.000046
6212,3122,16,58497,33786,0.633887,0.994901,0.050666,0.994901,0.949334,0.096422,0.645759,1.540669,0.000046
6213,3122,16,58484,33799,0.633746,0.994901,0.050677,0.994901,0.949323,0.096441,0.645623,1.540994,0.000046
6214,3122,16,58483,33800,0.633735,0.994901,0.050678,0.994901,0.949322,0.096443,0.645613,1.541019,0.000046
6215,3122,16,58482,33801,0.633725,0.994901,0.050679,0.994901,0.949321,0.096444,0.645602,1.541044,0.000046
6216,3122,16,58481,33802,0.633714,0.994901,0.050679,0.994901,0.949321,0.096446,0.645592,1.541069,0.000046
6217,3122,16,58480,33803,0.633703,0.994901,0.05068,0.994901,0.94932,0.096447,0.645581,1.541094,0.000046
6218,3122,16,58476,33807,0.63366,0.994901,0.050683,0.994901,0.949317,0.096453,0.645539,1.541194,0.000046
6219,3122,16,58475,33808,0.633649,0.994901,0.050684,0.994901,0.949316,0.096455,0.645529,1.541219,0.000046
6220,3122,16,58474,33809,0.633638,0.994901,0.050685,0.994901,0.949315,0.096456,0.645518,1.541244,0.000046
6221,3122,16,58472,33811,0.633616,0.994901,0.050687,0.994901,0.949313,0.096459,0.645497,1.541294,0.000046
6222,3122,16,58470,33813,0.633594,0.994901,0.050688,0.994901,0.949312,0.096462,0.645476,1.541344,0.000046
6223,3122,16,58469,33814,0.633584,0.994901,0.050689,0.994901,0.949311,0.096464,0.645466,1.541369,0.000046
6224,3122,16,58460,33823,0.633486,0.994901,0.050697,0.994901,0.949303,0.096477,0.645372,1.541594,0.000046
6225,3122,16,58459,33824,0.633475,0.994901,0.050697,0.994901,0.949303,0.096479,0.645361,1.541619,0.000046
6226,3122,16,58458,33825,0.633464,0.994901,0.050698,0.994901,0.949302,0.09648,0.645351,1.541645,0.000046
6227,3122,16,58457,33826,0.633454,0.994901,0.050699,0.994901,0.949301,0.096482,0.64534,1.54167,0.000046
6228,3122,16,58456,33827,0.633443,0.994901,0.0507,0.994901,0.9493,0.096483,0.64533,1.541695,0.000046
6229,3122,16,58455,33828,0.633432,0.994901,0.050701,0.994901,0.949299,0.096485,0.645319,1.54172,0.000046
6230,3122,16,58454,33829,0.633421,0.994901,0.050702,0.994901,0.949298,0.096486,0.645309,1.541745,0.000046
6231,3122,16,58442,33841,0.633291,0.994901,0.050711,0.994901,0.949289,0.096504,0.645183,1.542045,0.000046
6232,3122,16,58441,33842,0.63328,0.994901,0.050712,0.994901,0.949288,0.096505,0.645172,1.54207,0.000046
6233,3122,16,58440,33843,0.633269,0.994901,0.050713,0.994901,0.949287,0.096507,0.645162,1.542095,0.000046
6234,3122,16,58439,33844,0.633259,0.994901,0.050714,0.994901,0.949286,0.096508,0.645151,1.54212,0.000046
6235,3122,16,58438,33845,0.633248,0.994901,0.050715,0.994901,0.949285,0.09651,0.645141,1.542145,0.000046
6236,3122,16,58437,33846,0.633237,0.994901,0.050716,0.994901,0.949284,0.096511,0.645131,1.54217,0.000046
6237,3122,16,58436,33847,0.633226,0.994901,0.050716,0.994901,0.949284,0.096513,0.64512,1.542195,0.000046
6238,3122,16,58433,33850,0.633194,0.994901,0.050719,0.994901,0.949281,0.096517,0.645089,1.542271,0.000046
6239,3122,16,58428,33855,0.633139,0.994901,0.050723,0.994901,0.949277,0.096525,0.645036,1.542396,0.000046
6240,3122,16,58427,33856,0.633129,0.994901,0.050724,0.994901,0.949276,0.096526,0.645026,1.542421,0.000046
6241,3122,16,58426,33857,0.633118,0.994901,0.050725,0.994901,0.949275,0.096528,0.645015,1.542446,0.000046
6242,3122,16,58425,33858,0.633107,0.994901,0.050725,0.994901,0.949275,0.096529,0.645005,1.542471,0.000046
6243,3122,16,58424,33859,0.633096,0.994901,0.050726,0.994901,0.949274,0.096531,0.644994,1.542496,0.000046
6244,3122,16,58423,33860,0.633085,0.994901,0.050727,0.994901,0.949273,0.096532,0.644984,1.542521,0.000046
6245,3122,16,58422,33861,0.633074,0.994901,0.050728,0.994901,0.949272,0.096534,0.644973,1.542546,0.000047
6246,3122,16,58421,33862,0.633064,0.994901,0.050729,0.994901,0.949271,0.096535,0.644963,1.542571,0.000047
6247,3122,16,58418,33865,0.633031,0.994901,0.050731,0.994901,0.949269,0.09654,0.644931,1.542647,0.000047
6248,3122,16,58416,33867,0.633009,0.994901,0.050733,0.994901,0.949267,0.096543,0.64491,1.542697,0.000047
6249,3122,16,58415,33868,0.632998,0.994901,0.050734,0.994901,0.949266,0.096544,0.6449,1.542722,0.000047
6250,3122,16,58414,33869,0.632988,0.994901,0.050735,0.994901,0.949265,0.096546,0.644889,1.542747,0.000047
6251,3122,16,58408,33875,0.632923,0.994901,0.050739,0.994901,0.949261,0.096555,0.644827,1.542897,0.000047
6252,3122,16,58407,33876,0.632912,0.994901,0.05074,0.994901,0.94926,0.096556,0.644816,1.542922,0.000047
6253,3122,16,58406,33877,0.632901,0.994901,0.050741,0.994901,0.949259,0.096558,0.644806,1.542947,0.000047
6254,3122,16,58405,33878,0.63289,0.994901,0.050742,0.994901,0.949258,0.096559,0.644795,1.542972,0.000047
6255,3122,16,58404,33879,0.632879,0.994901,0.050743,0.994901,0.949257,0.096561,0.644785,1.542998,0.000047
6256,3122,16,58392,33891,0.632749,0.994901,0.050753,0.994901,0.949247,0.096579,0.644659,1.543299,0.000047
6257,3122,16,58390,33893,0.632728,0.994901,0.050754,0.994901,0.949246,0.096582,0.644638,1.543349,0.000047
6258,3122,16,58389,33894,0.632717,0.994901,0.050755,0.994901,0.949245,0.096583,0.644627,1.543374,0.000047
6259,3122,16,58386,33897,0.632684,0.994901,0.050758,0.994901,0.949242,0.096588,0.644596,1.543449,0.000047
6260,3122,16,58380,33903,0.632619,0.994901,0.050763,0.994901,0.949237,0.096597,0.644533,1.5436,0.000047
6261,3122,16,58377,33906,0.632587,0.994901,0.050765,0.994901,0.949235,0.096601,0.644502,1.543675,0.000047
6262,3122,16,58376,33907,0.632576,0.994901,0.050766,0.994901,0.949234,0.096603,0.644491,1.5437,0.000047
6263,3122,16,58375,33908,0.632565,0.994901,0.050767,0.994901,0.949233,0.096604,0.644481,1.543725,0.000047
6264,3122,16,58374,33909,0.632554,0.994901,0.050768,0.994901,0.949232,0.096606,0.64447,1.54375,0.000047
6265,3122,16,58373,33910,0.632543,0.994901,0.050768,0.994901,0.949232,0.096607,0.64446,1.543775,0.000047
6266,3122,16,58372,33911,0.632533,0.994901,0.050769,0.994901,0.949231,0.096608,0.644449,1.543801,0.000047
6267,3122,16,58371,33912,0.632522,0.994901,0.05077,0.994901,0.94923,0.09661,0.644439,1.543826,0.000047
6268,3122,16,58370,33913,0.632511,0.994901,0.050771,0.994901,0.949229,0.096611,0.644428,1.543851,0.000047
6269,3122,16,58369,33914,0.6325,0.994901,0.050772,0.994901,0.949228,0.096613,0.644418,1.543876,0.000047
6270,3122,16,58368,33915,0.632489,0.994901,0.050772,0.994901,0.949228,0.096614,0.644407,1.543901,0.000047
6271,3122,16,58367,33916,0.632478,0.994901,0.050773,0.994901,0.949227,0.096616,0.644397,1.543926,0.000047
6272,3122,16,58366,33917,0.632468,0.994901,0.050774,0.994901,0.949226,0.096617,0.644386,1.543951,0.000047
6273,3122,16,58365,33918,0.632457,0.994901,0.050775,0.994901,0.949225,0.096619,0.644376,1.543976,0.000047
6274,3122,16,58363,33920,0.632435,0.994901,0.050777,0.994901,0.949223,0.096622,0.644355,1.544026,0.000047
