@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
121,3138,0,90767,1516,0.983572,1,0.033417,1,0.966583,0.064672,0.984113,1.016144,0.000022
122,3138,0,90763,1520,0.983529,1,0.033418,1,0.966582,0.064675,0.984071,1.016187,0.000022
123,3138,0,90762,1521,0.983518,1,0.033419,1,0.966581,0.064676,0.98406,1.016198,0.000022
124,3138,0,90759,1524,0.983486,1,0.03342,1,0.96658,0.064678,0.984029,1.016231,0.000022
125,3138,0,90757,1526,0.983464,1,0.03342,1,0.96658,0.064679,0.984008,1.016252,0.000022
126,3138,0,90755,1528,0.983442,1,0.033421,1,0.966579,0.06468,0.983987,1.016274,0.000022
127,3138,0,90754,1529,0.983431,1,0.033421,1,0.966579,0.064681,0.983976,1.016285,0.000023
128,3138,0,90753,1530,0.983421,1,0.033422,1,0.966578,0.064682,0.983966,1.016295,0.000023
129,3138,0,90749,1534,0.983377,1,0.033423,1,0.966577,0.064684,0.983924,1.016339,0.000023
130,3138,0,90728,1555,0.98315,1,0.033431,1,0.966569,0.064698,0.983704,1.016566,0.000023
131,3138,0,90725,1558,0.983117,1,0.033432,1,0.966568,0.0647,0.983672,1.016599,0.000023
132,3138,0,90724,1559,0.983106,1,0.033432,1,0.966568,0.064701,0.983662,1.016609,0.000023
133,3138,0,90707,1576,0.982922,1,0.033438,1,0.966562,0.064712,0.983484,1.016794,0.000023
134,3138,0,90702,1581,0.982868,1,0.03344,1,0.96656,0.064716,0.983431,1.016848,0.000023
135,3138,0,90700,1583,0.982846,1,0.033441,1,0.966559,0.064717,0.98341,1.016869,0.000023
136,3138,0,90678,1605,0.982608,1,0.033448,1,0.966552,0.064732,0.98318,1.017108,0.000023
137,3138,0,90677,1606,0.982597,1,0.033449,1,0.966551,0.064732,0.983169,1.017119,0.000023
138,3138,0,90676,1607,0.982586,1,0.033449,1,0.966551,0.064733,0.983159,1.01713,0.000023
139,3138,0,90675,1608,0.982575,1,0.03345,1,0.96655,0.064734,0.983148,1.01714,0.000023
140,3138,0,90664,1619,0.982456,1,0.033453,1,0.966547,0.064741,0.983033,1.01726,0.000023
141,3138,0,90663,1620,0.982445,1,0.033454,1,0.966546,0.064742,0.983023,1.017271,0.000024
142,3138,0,90645,1638,0.98225,1,0.03346,1,0.96654,0.064754,0.982834,1.017466,0.000024
143,3138,0,90639,1644,0.982185,1,0.033462,1,0.966538,0.064758,0.982771,1.017531,0.000024
144,3138,0,90635,1648,0.982142,1,0.033464,1,0.966536,0.06476,0.982729,1.017574,0.000024
145,3138,0,90632,1651,0.982109,1,0.033465,1,0.966535,0.064762,0.982698,1.017607,0.000024
146,3138,0,90609,1674,0.98186,1,0.033473,1,0.966527,0.064778,0.982457,1.017857,0.000024
147,3138,0,90586,1697,0.981611,1,0.033481,1,0.966519,0.064793,0.982216,1.018106,0.000024
148,3138,0,90585,1698,0.9816,1,0.033482,1,0.966518,0.064794,0.982205,1.018117,0.000024
149,3138,0,90584,1699,0.981589,1,0.033482,1,0.966518,0.064795,0.982195,1.018128,0.000024
150,3138,0,90582,1701,0.981568,1,0.033483,1,0.966517,0.064796,0.982174,1.01815,0.000024
151,3138,0,90552,1731,0.981242,1,0.033493,1,0.966507,0.064816,0.981859,1.018476,0.000024
