@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
2113,89199,3084,273,2865,0.086998,0.966581,0.996949,0.966581,0.003051,0.98153,0.937655,1.030849,0.966942
2114,89198,3085,273,2865,0.086998,0.96657,0.996949,0.96657,0.003051,0.981524,0.937645,1.030849,0.967091
2115,89198,3085,272,2866,0.086679,0.96657,0.99696,0.96657,0.00304,0.98153,0.937634,1.030861,0.967213
2116,89196,3087,272,2866,0.086679,0.966549,0.99696,0.966549,0.00304,0.981519,0.937613,1.030861,0.967532
2117,89195,3088,272,2866,0.086679,0.966538,0.99696,0.966538,0.00304,0.981513,0.937603,1.03086,0.967742
2118,89191,3092,272,2866,0.086679,0.966494,0.99696,0.966494,0.00304,0.981491,0.937561,1.03086,0.967742
2119,89190,3093,271,2867,0.086361,0.966484,0.996971,0.966484,0.003029,0.98149,0.93754,1.030872,0.967936
2120,89189,3094,271,2867,0.086361,0.966473,0.996971,0.966473,0.003029,0.981485,0.937529,1.030872,0.967963
2121,89188,3095,271,2867,0.086361,0.966462,0.996971,0.966462,0.003029,0.981479,0.937519,1.030872,0.968
2122,89187,3096,271,2867,0.086361,0.966451,0.996971,0.966451,0.003029,0.981474,0.937509,1.030872,0.968254
2123,89184,3099,271,2867,0.086361,0.966419,0.996971,0.966419,0.003029,0.981457,0.937477,1.030872,0.968421
2124,89183,3100,271,2867,0.086361,0.966408,0.996971,0.966408,0.003029,0.981451,0.937467,1.030872,0.968421
2125,89182,3101,271,2867,0.086361,0.966397,0.99697,0.966397,0.00303,0.981446,0.937456,1.030872,0.968689
2126,89179,3104,271,2867,0.086361,0.966364,0.99697,0.966364,0.00303,0.981429,0.937425,1.030871,0.96875
2127,89177,3106,271,2867,0.086361,0.966343,0.99697,0.966343,0.00303,0.981418,0.937404,1.030871,0.96875
2128,89173,3110,271,2867,0.086361,0.966299,0.99697,0.966299,0.00303,0.981395,0.937362,1.030871,0.96875
2129,89172,3111,271,2867,0.086361,0.966288,0.99697,0.966288,0.00303,0.98139,0.937351,1.030871,0.96875
2130,89150,3133,271,2867,0.086361,0.96605,0.996969,0.96605,0.003031,0.981266,0.937121,1.03087,0.969072
2131,89149,3134,271,2867,0.086361,0.966039,0.996969,0.966039,0.003031,0.981261,0.93711,1.03087,0.969231
2132,89148,3135,271,2867,0.086361,0.966028,0.996969,0.966028,0.003031,0.981255,0.9371,1.03087,0.969262
2133,89147,3136,271,2867,0.086361,0.966018,0.996969,0.966018,0.003031,0.981249,0.937089,1.03087,0.969388
2134,89127,3156,271,2867,0.086361,0.965801,0.996969,0.965801,0.003031,0.981137,0.93688,1.03087,0.969697
2135,89117,3166,269,2869,0.085723,0.965692,0.996991,0.965692,0.003009,0.981092,0.936754,1.030892,0.969697
2136,89115,3168,269,2869,0.085723,0.965671,0.996991,0.965671,0.003009,0.981081,0.936733,1.030892,0.969697
2137,89113,3170,269,2869,0.085723,0.965649,0.99699,0.965649,0.00301,0.98107,0.936712,1.030892,0.970149
2138,89112,3171,269,2869,0.085723,0.965638,0.99699,0.965638,0.00301,0.981064,0.936702,1.030892,0.970205
2139,89111,3172,269,2869,0.085723,0.965627,0.99699,0.965627,0.00301,0.981058,0.936691,1.030892,0.970588
2140,89110,3173,269,2869,0.085723,0.965617,0.99699,0.965617,0.00301,0.981053,0.936681,1.030892,0.970588
2141,89104,3179,266,2872,0.084767,0.965552,0.997024,0.965552,0.002976,0.981035,0.936586,1.030926,0.970588
2142,89103,3180,266,2872,0.084767,0.965541,0.997024,0.965541,0.002976,0.98103,0.936576,1.030926,0.970588
2143,89087,3196,266,2872,0.084767,0.965367,0.997023,0.965367,0.002977,0.98094,0.936408,1.030926,0.971014
2144,89086,3197,266,2872,0.084767,0.965357,0.997023,0.965357,0.002977,0.980934,0.936398,1.030926,0.971282
2145,89085,3198,266,2872,0.084767,0.965346,0.997023,0.965346,0.002977,0.980929,0.936387,1.030926,0.971364
2146,89085,3198,265,2873,0.084449,0.965346,0.997034,0.965346,0.002966,0.980934,0.936377,1.030937,0.971428
2147,89078,3205,265,2873,0.084449,0.96527,0.997034,0.96527,0.002966,0.980895,0.936303,1.030937,0.971557
2148,89077,3206,265,2873,0.084449,0.965259,0.997034,0.965259,0.002966,0.980889,0.936293,1.030937,0.971698
2149,89076,3207,265,2873,0.084449,0.965248,0.997034,0.965248,0.002966,0.980884,0.936282,1.030937,0.97182
2150,89075,3208,265,2873,0.084449,0.965237,0.997034,0.965237,0.002966,0.980878,0.936272,1.030937,0.971831
2151,89074,3209,265,2873,0.084449,0.965227,0.997034,0.965227,0.002966,0.980872,0.936261,1.030937,0.971842
2152,89073,3210,265,2873,0.084449,0.965216,0.997034,0.965216,0.002966,0.980867,0.936251,1.030937,0.97197
2153,89072,3211,265,2873,0.084449,0.965205,0.997034,0.965205,0.002966,0.980861,0.93624,1.030937,0.971991
2154,89071,3212,265,2873,0.084449,0.965194,0.997034,0.965194,0.002966,0.980856,0.93623,1.030937,0.972018
2155,89070,3213,265,2873,0.084449,0.965183,0.997034,0.965183,0.002966,0.98085,0.936219,1.030937,0.972097
2156,89069,3214,265,2873,0.084449,0.965172,0.997034,0.965172,0.002966,0.980844,0.936209,1.030937,0.972222
2157,89068,3215,265,2873,0.084449,0.965162,0.997034,0.965162,0.002966,0.980839,0.936199,1.030937,0.972222
2158,89065,3218,264,2874,0.08413,0.965129,0.997045,0.965129,0.002955,0.980827,0.936157,1.030948,0.972222
2159,89064,3219,264,2874,0.08413,0.965118,0.997045,0.965118,0.002955,0.980822,0.936146,1.030948,0.972263
2160,89063,3220,264,2874,0.08413,0.965107,0.997045,0.965107,0.002955,0.980816,0.936136,1.030948,0.972285
2161,89061,3222,264,2874,0.08413,0.965086,0.997045,0.965086,0.002955,0.980805,0.936115,1.030948,0.972305
2162,89058,3225,264,2874,0.08413,0.965053,0.997044,0.965053,0.002956,0.980788,0.936083,1.030948,0.972326
2163,89057,3226,264,2874,0.08413,0.965042,0.997044,0.965042,0.002956,0.980782,0.936073,1.030948,0.972347
2164,89055,3228,264,2874,0.08413,0.965021,0.997044,0.965021,0.002956,0.980771,0.936052,1.030948,0.972367
2165,89053,3230,264,2874,0.08413,0.964999,0.997044,0.964999,0.002956,0.98076,0.936031,1.030948,0.972388
2166,89052,3231,264,2874,0.08413,0.964988,0.997044,0.964988,0.002956,0.980754,0.93602,1.030948,0.972393
2167,89051,3232,264,2874,0.08413,0.964977,0.997044,0.964977,0.002956,0.980749,0.93601,1.030948,0.972414
2168,89048,3235,264,2874,0.08413,0.964945,0.997044,0.964945,0.002956,0.980732,0.935978,1.030948,0.972429
2169,89047,3236,264,2874,0.08413,0.964934,0.997044,0.964934,0.002956,0.980726,0.935968,1.030948,0.972435
2170,89047,3236,263,2875,0.083811,0.964934,0.997055,0.964934,0.002945,0.980732,0.935957,1.030959,0.97245
2171,89046,3237,263,2875,0.083811,0.964923,0.997055,0.964923,0.002945,0.980726,0.935947,1.030959,0.972456
2172,89039,3244,263,2875,0.083811,0.964847,0.997055,0.964847,0.002945,0.980687,0.935874,1.030959,0.972477
2173,89036,3247,263,2875,0.083811,0.964815,0.997055,0.964815,0.002945,0.98067,0.935842,1.030959,0.972498
2174,89033,3250,263,2875,0.083811,0.964782,0.997055,0.964782,0.002945,0.980653,0.935811,1.030959,0.972519
2175,89032,3251,263,2875,0.083811,0.964771,0.997055,0.964771,0.002945,0.980647,0.9358,1.030959,0.97254
2176,89030,3253,263,2875,0.083811,0.96475,0.997055,0.96475,0.002945,0.980636,0.935779,1.030959,0.972552
2177,89029,3254,263,2875,0.083811,0.964739,0.997055,0.964739,0.002945,0.980631,0.935769,1.030959,0.972561
2178,89028,3255,263,2875,0.083811,0.964728,0.997055,0.964728,0.002945,0.980625,0.935758,1.030959,0.972572
2179,89026,3257,263,2875,0.083811,0.964706,0.997055,0.964706,0.002945,0.980614,0.935737,1.030958,0.972593
2180,89024,3259,263,2875,0.083811,0.964685,0.997054,0.964685,0.002946,0.980603,0.935716,1.030958,0.972603
2181,89023,3260,263,2875,0.083811,0.964674,0.997054,0.964674,0.002946,0.980597,0.935706,1.030958,0.972653
2182,89022,3261,263,2875,0.083811,0.964663,0.997054,0.964663,0.002946,0.980591,0.935695,1.030958,0.972674
2183,89021,3262,263,2875,0.083811,0.964652,0.997054,0.964652,0.002946,0.980586,0.935685,1.030958,0.972686
2184,89020,3263,263,2875,0.083811,0.964641,0.997054,0.964641,0.002946,0.98058,0.935675,1.030958,0.972707
2185,89018,3265,263,2875,0.083811,0.96462,0.997054,0.96462,0.002946,0.980569,0.935654,1.030958,0.972727
2186,89017,3266,263,2875,0.083811,0.964609,0.997054,0.964609,0.002946,0.980563,0.935643,1.030958,0.972748
2187,89016,3267,263,2875,0.083811,0.964598,0.997054,0.964598,0.002946,0.980558,0.935633,1.030958,0.972754
2188,89015,3268,263,2875,0.083811,0.964587,0.997054,0.964587,0.002946,0.980552,0.935622,1.030958,0.97281
2189,89014,3269,263,2875,0.083811,0.964576,0.997054,0.964576,0.002946,0.980546,0.935612,1.030958,0.972834
2190,89013,3270,263,2875,0.083811,0.964566,0.997054,0.964566,0.002946,0.980541,0.935601,1.030958,0.972851
2191,89012,3271,263,2875,0.083811,0.964555,0.997054,0.964555,0.002946,0.980535,0.935591,1.030958,0.972871
2192,89007,3276,263,2875,0.083811,0.964501,0.997054,0.964501,0.002946,0.980507,0.935538,1.030958,0.972874
2193,89006,3277,263,2875,0.083811,0.96449,0.997054,0.96449,0.002946,0.980501,0.935528,1.030958,0.972933
2194,89005,3278,263,2875,0.083811,0.964479,0.997054,0.964479,0.002946,0.980496,0.935517,1.030958,0.972973
2195,89004,3279,263,2875,0.083811,0.964468,0.997054,0.964468,0.002946,0.98049,0.935507,1.030958,0.972973
2196,89003,3280,263,2875,0.083811,0.964457,0.997054,0.964457,0.002946,0.980485,0.935496,1.030958,0.972973
2197,89001,3282,263,2875,0.083811,0.964435,0.997054,0.964435,0.002946,0.980473,0.935475,1.030958,0.972992
2198,89000,3283,263,2875,0.083811,0.964425,0.997054,0.964425,0.002946,0.980468,0.935465,1.030958,0.972993
2199,88999,3284,263,2875,0.083811,0.964414,0.997054,0.964414,0.002946,0.980462,0.935454,1.030958,0.973032
2200,88997,3286,263,2875,0.083811,0.964392,0.997054,0.964392,0.002946,0.980451,0.935433,1.030957,0.973034
2201,88996,3287,263,2875,0.083811,0.964381,0.997054,0.964381,0.002946,0.980445,0.935423,1.030957,0.97313
2202,88995,3288,263,2875,0.083811,0.96437,0.997053,0.96437,0.002947,0.98044,0.935413,1.030957,0.973149
2203,88994,3289,263,2875,0.083811,0.96436,0.997053,0.96436,0.002947,0.980434,0.935402,1.030957,0.973174
2204,88993,3290,263,2875,0.083811,0.964349,0.997053,0.964349,0.002947,0.980428,0.935392,1.030957,0.973227
2205,88992,3291,263,2875,0.083811,0.964338,0.997053,0.964338,0.002947,0.980423,0.935381,1.030957,0.973234
2206,88991,3292,263,2875,0.083811,0.964327,0.997053,0.964327,0.002947,0.980417,0.935371,1.030957,0.973282
2207,88990,3293,263,2875,0.083811,0.964316,0.997053,0.964316,0.002947,0.980412,0.93536,1.030957,0.973333
2208,88988,3295,263,2875,0.083811,0.964295,0.997053,0.964295,0.002947,0.9804,0.935339,1.030957,0.973343
2209,88985,3298,263,2875,0.083811,0.964262,0.997053,0.964262,0.002947,0.980384,0.935308,1.030957,0.973384
2210,88984,3299,263,2875,0.083811,0.964251,0.997053,0.964251,0.002947,0.980378,0.935297,1.030957,0.973404
2211,88983,3300,263,2875,0.083811,0.96424,0.997053,0.96424,0.002947,0.980372,0.935287,1.030957,0.973424
2212,88981,3302,263,2875,0.083811,0.964219,0.997053,0.964219,0.002947,0.980361,0.935266,1.030957,0.973465
2213,88980,3303,263,2875,0.083811,0.964208,0.997053,0.964208,0.002947,0.980355,0.935255,1.030957,0.973505
2214,88979,3304,263,2875,0.083811,0.964197,0.997053,0.964197,0.002947,0.98035,0.935245,1.030957,0.973545
2215,88977,3306,263,2875,0.083811,0.964175,0.997053,0.964175,0.002947,0.980339,0.935224,1.030957,0.973605
2216,88973,3310,263,2875,0.083811,0.964132,0.997053,0.964132,0.002947,0.980316,0.935182,1.030957,0.973684
2217,88972,3311,263,2875,0.083811,0.964121,0.997053,0.964121,0.002947,0.98031,0.935172,1.030957,0.973703
2218,88971,3312,263,2875,0.083811,0.96411,0.997053,0.96411,0.002947,0.980305,0.935161,1.030957,0.97374
2219,88970,3313,263,2875,0.083811,0.9641,0.997053,0.9641,0.002947,0.980299,0.935151,1.030957,0.973761
2220,88969,3314,263,2875,0.083811,0.964089,0.997053,0.964089,0.002947,0.980294,0.93514,1.030957,0.973818
2221,88968,3315,263,2875,0.083811,0.964078,0.997053,0.964078,0.002947,0.980288,0.93513,1.030956,0.973852
2222,88967,3316,263,2875,0.083811,0.964067,0.997053,0.964067,0.002947,0.980282,0.935119,1.030956,0.973856
2223,88966,3317,262,2876,0.083493,0.964056,0.997064,0.964056,0.002936,0.980282,0.935098,1.030968,0.973875
2224,88965,3318,262,2876,0.083493,0.964045,0.997064,0.964045,0.002936,0.980277,0.935088,1.030968,0.973907
2225,88964,3319,262,2876,0.083493,0.964035,0.997064,0.964035,0.002936,0.980271,0.935077,1.030968,0.973978
2226,88963,3320,262,2876,0.083493,0.964024,0.997064,0.964024,0.002936,0.980265,0.935067,1.030968,0.973997
2227,88962,3321,262,2876,0.083493,0.964013,0.997064,0.964013,0.002936,0.98026,0.935056,1.030968,0.974026
2228,88961,3322,262,2876,0.083493,0.964002,0.997064,0.964002,0.002936,0.980254,0.935046,1.030968,0.974026
2229,88960,3323,262,2876,0.083493,0.963991,0.997064,0.963991,0.002936,0.980248,0.935035,1.030968,0.974074
2230,88957,3326,262,2876,0.083493,0.963959,0.997063,0.963959,0.002937,0.980232,0.935004,1.030968,0.97409
2231,88956,3327,262,2876,0.083493,0.963948,0.997063,0.963948,0.002937,0.980226,0.934993,1.030968,0.97417
2232,88955,3328,262,2876,0.083493,0.963937,0.997063,0.963937,0.002937,0.98022,0.934983,1.030968,0.97417
2233,88954,3329,262,2876,0.083493,0.963926,0.997063,0.963926,0.002937,0.980215,0.934972,1.030968,0.974227
2234,88953,3330,262,2876,0.083493,0.963915,0.997063,0.963915,0.002937,0.980209,0.934962,1.030968,0.974246
2235,88952,3331,262,2876,0.083493,0.963905,0.997063,0.963905,0.002937,0.980204,0.934951,1.030967,0.974359
2236,88950,3333,262,2876,0.083493,0.963883,0.997063,0.963883,0.002937,0.980192,0.93493,1.030967,0.974359
2237,88947,3336,262,2876,0.083493,0.96385,0.997063,0.96385,0.002937,0.980175,0.934899,1.030967,0.974359
2238,88946,3337,262,2876,0.083493,0.963839,0.997063,0.963839,0.002937,0.98017,0.934889,1.030967,0.974576
2239,88945,3338,262,2876,0.083493,0.963829,0.997063,0.963829,0.002937,0.980164,0.934878,1.030967,0.974719
2240,88944,3339,262,2876,0.083493,0.963818,0.997063,0.963818,0.002937,0.980159,0.934868,1.030967,0.974747
2241,88943,3340,262,2876,0.083493,0.963807,0.997063,0.963807,0.002937,0.980153,0.934857,1.030967,0.974843
2242,88942,3341,262,2876,0.083493,0.963796,0.997063,0.963796,0.002937,0.980147,0.934847,1.030967,0.97491
2243,88941,3342,262,2876,0.083493,0.963785,0.997063,0.963785,0.002937,0.980142,0.934836,1.030967,0.974964
2244,88940,3343,262,2876,0.083493,0.963774,0.997063,0.963774,0.002937,0.980136,0.934826,1.030967,0.975
2245,88939,3344,261,2877,0.083174,0.963764,0.997074,0.963764,0.002926,0.980136,0.934805,1.030979,0.975
2246,88938,3345,261,2877,0.083174,0.963753,0.997074,0.963753,0.002926,0.98013,0.934794,1.030979,0.975039
2247,88938,3345,260,2878,0.082855,0.963753,0.997085,0.963753,0.002915,0.980136,0.934784,1.03099,0.975104
2248,88937,3346,260,2878,0.082855,0.963742,0.997085,0.963742,0.002915,0.98013,0.934773,1.03099,0.975124
2249,88936,3347,260,2878,0.082855,0.963731,0.997085,0.963731,0.002915,0.980124,0.934763,1.03099,0.975308
2250,88935,3348,260,2878,0.082855,0.96372,0.997085,0.96372,0.002915,0.980119,0.934752,1.03099,0.975369
2251,88934,3349,260,2878,0.082855,0.963709,0.997085,0.963709,0.002915,0.980113,0.934742,1.03099,0.97541
2252,88932,3351,260,2878,0.082855,0.963688,0.997085,0.963688,0.002915,0.980102,0.934721,1.03099,0.97551
2253,88931,3352,260,2878,0.082855,0.963677,0.997085,0.963677,0.002915,0.980096,0.93471,1.03099,0.975609
2254,88930,3353,260,2878,0.082855,0.963666,0.997085,0.963666,0.002915,0.980091,0.9347,1.03099,0.975643
2255,88929,3354,260,2878,0.082855,0.963655,0.997085,0.963655,0.002915,0.980085,0.934689,1.03099,0.975728
2256,88928,3355,260,2878,0.082855,0.963644,0.997085,0.963644,0.002915,0.980079,0.934679,1.03099,0.975776
2257,88927,3356,260,2878,0.082855,0.963634,0.997085,0.963634,0.002915,0.980074,0.934668,1.03099,0.975845
2258,88926,3357,260,2878,0.082855,0.963623,0.997085,0.963623,0.002915,0.980068,0.934658,1.03099,0.975945
2259,88925,3358,260,2878,0.082855,0.963612,0.997085,0.963612,0.002915,0.980063,0.934648,1.03099,0.975959
2260,88925,3358,259,2879,0.082537,0.963612,0.997096,0.963612,0.002904,0.980068,0.934637,1.031001,0.976
2261,88924,3359,259,2879,0.082537,0.963601,0.997096,0.963601,0.002904,0.980062,0.934627,1.031001,0.97619
2262,88923,3360,259,2879,0.082537,0.96359,0.997096,0.96359,0.002904,0.980057,0.934616,1.031001,0.976415
2263,88922,3361,259,2879,0.082537,0.963579,0.997096,0.963579,0.002904,0.980051,0.934606,1.031001,0.976444
2264,88921,3362,259,2879,0.082537,0.963569,0.997096,0.963569,0.002904,0.980046,0.934595,1.031001,0.976471
2265,88920,3363,259,2879,0.082537,0.963558,0.997096,0.963558,0.002904,0.98004,0.934585,1.031001,0.976532
2266,88919,3364,259,2879,0.082537,0.963547,0.997096,0.963547,0.002904,0.980034,0.934574,1.031001,0.976586
2267,88918,3365,259,2879,0.082537,0.963536,0.997096,0.963536,0.002904,0.980029,0.934564,1.031001,0.976654
2268,88917,3366,259,2879,0.082537,0.963525,0.997096,0.963525,0.002904,0.980023,0.934553,1.031001,0.976744
2269,88914,3369,259,2879,0.082537,0.963493,0.997096,0.963493,0.002904,0.980006,0.934522,1.031001,0.976775
2270,88913,3370,259,2879,0.082537,0.963482,0.997096,0.963482,0.002904,0.980001,0.934511,1.031001,0.976852
2271,88912,3371,259,2879,0.082537,0.963471,0.997095,0.963471,0.002905,0.979995,0.934501,1.031001,0.976879
2272,88911,3372,259,2879,0.082537,0.96346,0.997095,0.96346,0.002905,0.979989,0.93449,1.031001,0.977064
2273,88909,3374,259,2879,0.082537,0.963439,0.997095,0.963439,0.002905,0.979978,0.934469,1.031001,0.977082
2274,88903,3380,259,2879,0.082537,0.963374,0.997095,0.963374,0.002905,0.979944,0.934406,1.031,0.977099
2275,88900,3383,259,2879,0.082537,0.963341,0.997095,0.963341,0.002905,0.979927,0.934375,1.031,0.977117
2276,88899,3384,259,2879,0.082537,0.96333,0.997095,0.96333,0.002905,0.979922,0.934365,1.031,0.977134
2277,88897,3386,259,2879,0.082537,0.963309,0.997095,0.963309,0.002905,0.979911,0.934344,1.031,0.977152
2278,88895,3388,259,2879,0.082537,0.963287,0.997095,0.963287,0.002905,0.979899,0.934323,1.031,0.977169
2279,88894,3389,259,2879,0.082537,0.963276,0.997095,0.963276,0.002905,0.979894,0.934312,1.031,0.977186
2280,88892,3391,259,2879,0.082537,0.963254,0.997095,0.963254,0.002905,0.979882,0.934291,1.031,0.977204
2281,88891,3392,259,2879,0.082537,0.963244,0.997095,0.963244,0.002905,0.979877,0.934281,1.031,0.977221
2282,88890,3393,259,2879,0.082537,0.963233,0.997095,0.963233,0.002905,0.979871,0.93427,1.031,0.977238
2283,88887,3396,259,2879,0.082537,0.9632,0.997095,0.9632,0.002905,0.979854,0.934239,1.031,0.977255
2284,88884,3399,259,2879,0.082537,0.963168,0.997095,0.963168,0.002905,0.979838,0.934207,1.031,0.977272
2285,88883,3400,259,2879,0.082537,0.963157,0.997095,0.963157,0.002905,0.979832,0.934197,1.031,0.977272
2286,88881,3402,259,2879,0.082537,0.963135,0.997094,0.963135,0.002906,0.979821,0.934176,1.031,0.977273
2287,88851,3432,258,2880,0.082218,0.96281,0.997105,0.96281,0.002895,0.979657,0.933851,1.03101,0.977273
2288,88850,3433,258,2880,0.082218,0.962799,0.997105,0.962799,0.002895,0.979652,0.933841,1.03101,0.97729
2289,88850,3433,257,2881,0.081899,0.962799,0.997116,0.962799,0.002884,0.979657,0.93383,1.031022,0.977307
2290,88849,3434,257,2881,0.081899,0.962788,0.997116,0.962788,0.002884,0.979651,0.93382,1.031022,0.977324
2291,88846,3437,256,2882,0.081581,0.962756,0.997127,0.962756,0.002873,0.97964,0.933778,1.031033,0.977341
2292,88844,3439,256,2882,0.081581,0.962734,0.997127,0.962734,0.002873,0.979629,0.933757,1.031033,0.977358
2293,88843,3440,256,2882,0.081581,0.962723,0.997127,0.962723,0.002873,0.979623,0.933746,1.031033,0.977376
2294,88841,3442,256,2882,0.081581,0.962702,0.997127,0.962702,0.002873,0.979612,0.933725,1.031033,0.977393
2295,88840,3443,256,2882,0.081581,0.962691,0.997127,0.962691,0.002873,0.979606,0.933715,1.031033,0.977417
2296,88839,3444,256,2882,0.081581,0.96268,0.997127,0.96268,0.002873,0.979601,0.933704,1.031033,0.977471
2297,88838,3445,256,2882,0.081581,0.962669,0.997127,0.962669,0.002873,0.979595,0.933694,1.031033,0.977477
2298,88837,3446,256,2882,0.081581,0.962658,0.997127,0.962658,0.002873,0.979589,0.933683,1.031033,0.977494
2299,88835,3448,256,2882,0.081581,0.962637,0.997127,0.962637,0.002873,0.979578,0.933662,1.031033,0.977511
2300,88833,3450,256,2882,0.081581,0.962615,0.997126,0.962615,0.002874,0.979567,0.933641,1.031033,0.977545
2301,88831,3452,256,2882,0.081581,0.962593,0.997126,0.962593,0.002874,0.979556,0.93362,1.031033,0.977654
2302,88830,3453,256,2882,0.081581,0.962582,0.997126,0.962582,0.002874,0.97955,0.93361,1.031033,0.977654
2303,88829,3454,256,2882,0.081581,0.962572,0.997126,0.962572,0.002874,0.979544,0.9336,1.031033,0.977679
2304,88827,3456,256,2882,0.081581,0.96255,0.997126,0.96255,0.002874,0.979533,0.933579,1.031033,0.977751
2305,88826,3457,256,2882,0.081581,0.962539,0.997126,0.962539,0.002874,0.979527,0.933568,1.031033,0.977765
2306,88825,3458,256,2882,0.081581,0.962528,0.997126,0.962528,0.002874,0.979522,0.933558,1.031033,0.977777
2307,88824,3459,255,2883,0.081262,0.962517,0.997137,0.962517,0.002863,0.979522,0.933537,1.031044,0.977778
2308,88821,3462,255,2883,0.081262,0.962485,0.997137,0.962485,0.002863,0.979505,0.933505,1.031044,0.977778
2309,88820,3463,255,2883,0.081262,0.962474,0.997137,0.962474,0.002863,0.979499,0.933495,1.031044,0.977794
2310,88819,3464,255,2883,0.081262,0.962463,0.997137,0.962463,0.002863,0.979493,0.933484,1.031044,0.977811
2311,88818,3465,255,2883,0.081262,0.962452,0.997137,0.962452,0.002863,0.979488,0.933474,1.031044,0.977843
2312,88817,3466,255,2883,0.081262,0.962442,0.997137,0.962442,0.002863,0.979482,0.933463,1.031044,0.977876
2313,88815,3468,255,2883,0.081262,0.96242,0.997137,0.96242,0.002863,0.979471,0.933442,1.031044,0.97799
2314,88813,3470,255,2883,0.081262,0.962398,0.997137,0.962398,0.002863,0.97946,0.933421,1.031044,0.978118
2315,88812,3471,255,2883,0.081262,0.962387,0.997137,0.962387,0.002863,0.979454,0.933411,1.031044,0.978142
2316,88811,3472,255,2883,0.081262,0.962377,0.997137,0.962377,0.002863,0.979448,0.9334,1.031044,0.978198
2317,88810,3473,255,2883,0.081262,0.962366,0.997137,0.962366,0.002863,0.979443,0.93339,1.031044,0.978261
2318,88807,3476,255,2883,0.081262,0.962333,0.997137,0.962333,0.002863,0.979426,0.933358,1.031044,0.978386
2319,88806,3477,255,2883,0.081262,0.962322,0.997137,0.962322,0.002863,0.97942,0.933348,1.031044,0.978417
2320,88805,3478,255,2883,0.081262,0.962312,0.997137,0.962312,0.002863,0.979415,0.933338,1.031043,0.978487
2321,88804,3479,255,2883,0.081262,0.962301,0.997137,0.962301,0.002863,0.979409,0.933327,1.031043,0.978495
2322,88803,3480,255,2883,0.081262,0.96229,0.997137,0.96229,0.002863,0.979403,0.933317,1.031043,0.97851
2323,88802,3481,255,2883,0.081262,0.962279,0.997137,0.962279,0.002863,0.979398,0.933306,1.031043,0.978587
2324,88799,3484,255,2883,0.081262,0.962247,0.997137,0.962247,0.002863,0.979381,0.933275,1.031043,0.978602
2325,88797,3486,255,2883,0.081262,0.962225,0.997137,0.962225,0.002863,0.97937,0.933254,1.031043,0.978662
2326,88796,3487,255,2883,0.081262,0.962214,0.997136,0.962214,0.002864,0.979364,0.933243,1.031043,0.978723
2327,88793,3490,255,2883,0.081262,0.962182,0.997136,0.962182,0.002864,0.979347,0.933212,1.031043,0.978784
2328,88792,3491,255,2883,0.081262,0.962171,0.997136,0.962171,0.002864,0.979342,0.933201,1.031043,0.979065
2329,88791,3492,255,2883,0.081262,0.96216,0.997136,0.96216,0.002864,0.979336,0.933191,1.031043,0.979166
2330,88788,3495,255,2883,0.081262,0.962127,0.997136,0.962127,0.002864,0.979319,0.933159,1.031043,0.979167
2331,88787,3496,255,2883,0.081262,0.962117,0.997136,0.962117,0.002864,0.979313,0.933149,1.031043,0.979213
2332,88786,3497,255,2883,0.081262,0.962106,0.997136,0.962106,0.002864,0.979308,0.933138,1.031043,0.979239
2333,88785,3498,255,2883,0.081262,0.962095,0.997136,0.962095,0.002864,0.979302,0.933128,1.031043,0.979302
2334,88784,3499,255,2883,0.081262,0.962084,0.997136,0.962084,0.002864,0.979297,0.933117,1.031043,0.979381
2335,88783,3500,255,2883,0.081262,0.962073,0.997136,0.962073,0.002864,0.979291,0.933107,1.031043,0.979592
2336,88782,3501,255,2883,0.081262,0.962062,0.997136,0.962062,0.002864,0.979285,0.933096,1.031043,0.979592
2337,88781,3502,255,2883,0.081262,0.962052,0.997136,0.962052,0.002864,0.97928,0.933086,1.031043,0.979712
2338,88780,3503,255,2883,0.081262,0.962041,0.997136,0.962041,0.002864,0.979274,0.933076,1.031043,0.979798
2339,88779,3504,255,2883,0.081262,0.96203,0.997136,0.96203,0.002864,0.979268,0.933065,1.031043,0.979899
2340,88778,3505,255,2883,0.081262,0.962019,0.997136,0.962019,0.002864,0.979263,0.933055,1.031043,0.98
2341,88773,3510,255,2883,0.081262,0.961965,0.997136,0.961965,0.002864,0.979235,0.933002,1.031042,0.980066
2342,88771,3512,255,2883,0.081262,0.961943,0.997136,0.961943,0.002864,0.979223,0.932981,1.031042,0.980198
2343,88769,3514,255,2883,0.081262,0.961921,0.997136,0.961921,0.002864,0.979212,0.93296,1.031042,0.980237
2344,88768,3515,255,2883,0.081262,0.961911,0.997136,0.961911,0.002864,0.979206,0.93295,1.031042,0.980341
2345,88767,3516,255,2883,0.081262,0.9619,0.997136,0.9619,0.002864,0.979201,0.932939,1.031042,0.980392
2346,88766,3517,255,2883,0.081262,0.961889,0.997136,0.961889,0.002864,0.979195,0.932929,1.031042,0.980392
